"","nzreach","LENGTH","ORDER","CLIMATE","GEOLOGY","NET_POSN","DISTSEA","CATCHAREA"
"9086",14028602,1199.11688,4,"CD","HS","MO",207887.6,25949700
"9087",14028621,187.27922,2,"CD","Al","LO",22078.15,1531800
"9088",14028632,3983.45238,4,"CD","SS","MO",190160.8,11761200
"9089",14028639,626.98485,3,"CD","HS","MO",259620.7,10360800
"9090",14028650,1201.24892,3,"CD","HS","MO",67041.77,7101000
"9091",14028651,127.27922,4,"CD","HS","MO",65967.81,50436900
"9092",14028674,264.85281,6,"CD","HS","HO",212921.3,244240112
"9093",14028685,5913.74675,4,"CD","HS","MO",197202.7,91986304
"9094",14028713,2156.10173,2,"CD","HS","LO",277181.4,2681100
"9095",14028752,983.9697,2,"CD","Al","LO",197373.7,6962400
"9096",14028806,169.70563,7,"CW","HS","HO",194750.5,6231208448
"9097",14028858,2183.08658,4,"CD","HS","MO",213311.3,35324100
"9098",14028881,966.3961,5,"CD","HS","HO",24965.79,135007216
"9099",14028890,1681.24892,3,"CD","SS","MO",191910.5,28722354
"9100",14028914,2547.35065,2,"CD","SS","LO",203537.2,5291100
"9101",14028960,1186.69048,3,"CD","Al","MO",175859.7,34748100
"9102",14029037,494.55844,6,"CD","HS","HO",210473.4,250396992
"9103",14029098,512.13203,4,"CD","HS","MO",214759.9,29820600
"9104",14029106,446.98485,5,"CD","HS","HO",25412.78,134042408
"9105",14029133,964.26407,4,"CD","HS","MO",215784.1,16336800
"9106",14029144,686.98485,4,"CD","HS","MO",210665.8,38650500
"9107",14029190,931.24892,4,"CD","HS","MO",191907.4,20249100
"9108",14029192,724.26407,6,"CD","HS","HO",209896.1,527840832
"9109",14029204,272.13203,5,"CD","HS","HO",25684.91,133375512
"9110",14029213,454.26407,2,"CD","HS","LO",218456.6,2954700
"9111",14029250,1283.9697,5,"CD","HS","HO",175337.3,223657760
"9112",14029323,2063.08658,1,"CD","Al","LO",20512.63,1591200
"9113",14029391,2777.05627,5,"CD","HS","HO",28878.95,125729088
"9114",14029435,766.69048,1,"CD","HS","LO",210662.8,538200
"9115",14029437,489.41125,2,"CD","SS","LO",210415.5,643500
"9116",14029479,434.55844,1,"CD","HS","LO",194623.2,334800
"9117",14029525,464.55844,6,"CD","HS","HO",18087.41,509593696
"9118",14029570,1628.52814,4,"CD","SS","MO",186177.3,25200900
"9119",14029662,277.27922,1,"CD","Al","LO",203339.6,642600
"9120",14029684,863.9697,2,"CD","SS","LO",195175.1,3242700
"9121",14029687,771.83766,3,"CD","HS","MO",189775,23699806
"9122",14029708,909.41125,3,"CD","Al","MO",18207.41,6445800
"9123",14029709,332.13203,6,"CD","HS","HO",17622.86,510299264
"9124",14029774,1893.38095,2,"CD","HS","LO",192192.9,3901500
"9125",14029813,629.11688,2,"CD","Al","LO",195254.8,4523400
"9126",14029818,854.55844,6,"CD","HS","HO",17290.72,511687968
"9127",14029830,482.13203,5,"CD","HS","HO",204425.7,79009216
"9128",14029890,60,3,"CD","SS","MO",174796.4,8056800
"9129",14030017,397.27922,1,"CD","HS","LO",70715.81,396000
"9130",14030040,626.98485,1,"CD","Al","LO",204092.7,343800
"9131",14030075,1814.55844,4,"CD","Al","MO",193690.2,32587200
"9132",14030086,127.27922,4,"CD","HS","MO",189180,58239000
"9133",14030124,659.11688,3,"CD","HS","MO",60188.26,16300800
"9134",14030125,579.41125,3,"CD","HS","MO",60108.55,14059800
"9135",14030148,2845.21861,6,"CD","HS","HO",16436.17,514612960
"9136",14030178,1483.67532,1,"CW","HS","LO",251345.6,1696500
"9137",14030261,711.83766,2,"CD","HS","LO",206266.4,2373300
"9138",14030296,1368.82251,3,"CD","Al","MO",16635.87,10820700
"9139",14030297,512.13203,5,"CD","SS","HO",14025.51,192043600
"9140",14030491,2585.51299,1,"CD","Al","LO",189308.3,928800
"9141",14030540,3761.90909,3,"CD","HS","MO",203361.1,9831600
"9142",14030561,2312.49783,2,"CD","Al","LO",173536.1,3270600
"9143",14030569,1396.69048,2,"CD","HS","LO",190557.9,6287400
"9144",14030606,614.55844,5,"CD","HS","HO",202424.8,91108784
"9145",14030626,1946.10173,1,"CD","SS","LO",29674.39,825300
"9146",14030711,1918.23376,7,"CD","HS","HO",191865.4,1947792000
"9147",14030793,2774.92424,3,"CD","HS","MO",174613,6929100
"9148",14030819,332.13203,5,"CD","HS","HO",201810.2,92234688
"9149",14030834,771.83766,3,"CD","HS","MO",206755.8,6552000
"9150",14030882,1686.3961,4,"CD","HS","MO",200461.9,91921752
"9151",14030917,192.42641,3,"CD","HS","MO",186033.2,6925500
"9152",14030958,494.55844,3,"CD","HS","MO",223244.4,5887800
"9153",14031033,4586.46753,4,"CD","Al","MO",186218,61295260
"9154",14031055,324.85281,5,"CD","HS","HO",191289,159438560
"9155",14031062,686.98485,4,"CW","HS","MO",232104.9,37990800
"9156",14031063,180,4,"CW","HS","MO",231417.9,38346300
"9157",14031066,174.85281,6,"CD","HS","HO",214340.7,462773632
"9158",14031086,144.85281,1,"CD","SS","LO",172115.8,266400
"9159",14031141,1696.69048,2,"CD","Al","LO",171098.1,1598400
"9160",14031154,499.70563,3,"CD","HS","MO",220335.4,8359200
"9161",14031180,1031.54329,1,"CD","HS","LO",30432.92,490500
"9162",14031187,706.69048,4,"CW","HS","MO",232896.4,34022700
"9163",14031210,324.85281,3,"CD","Al","MO",182062.7,12131100
"9164",14031257,1011.83766,4,"CD","SS","MO",181820.5,35907300
"9165",14031259,2450.95454,3,"CW","HS","MO",269969.1,24655500
"9166",14031278,1543.67532,6,"CD","HS","HO",13590.95,515718144
"9167",14031287,2000.95454,1,"CD","HS","LO",64547.15,1656000
"9168",14031351,1154.55844,1,"CD","Al","LO",185032.2,371700
"9169",14031357,1338.82251,3,"CW","HS","MO",77396.6,23284800
"9170",14031367,1236.3961,2,"CD","HS","LO",77294.18,1977300
"9171",14031370,1607.93939,1,"CD","SS","LO",26011.89,1104300
"9172",14031404,446.98485,3,"CD","HS","MO",190953.8,11481300
"9173",14031421,1658.52814,3,"CD","HS","MO",184547.4,10254600
"9174",14031504,324.85281,2,"CD","HS","LO",184585,772200
"9175",14031519,517.27922,3,"CD","HS","MO",206040.9,4453200
"9176",14031540,402.42641,3,"CD","HS","MO",200864.3,10180800
"9177",14031580,5340.7316,2,"CD","HS","LO",183901,5630400
"9178",14031599,779.11688,2,"CD","Al","LO",194187,8688600
"9179",14031628,259.70563,7,"CD","HS","HO",189335.6,2137030912
"9180",14031694,157.27922,2,"CD","HS","LO",225170.8,3585600
"9181",14031770,2996.46753,3,"CD","HS","MO",201883.9,6345900
"9182",14031779,1665.80736,2,"CD","HS","LO",183621.3,2712600
"9183",14031818,1006.69048,2,"CD","HS","LO",24546.67,6155100
"9184",14031834,646.69048,3,"CD","SS","MO",22793,8790300
"9185",14031845,3396.7619,3,"CD","HS","MO",205523.7,6450300
"9186",14031857,2378.52814,3,"CD","HS","MO",204262.4,4583700
"9187",14031883,1176.3961,2,"CD","HS","LO",194166.8,2613600
"9188",14031894,1810.66017,6,"CD","HS","HO",11155.43,544724288
"9189",14031906,1313.9697,5,"CD","SS","HO",8445.656,207906160
"9190",14031934,519.41125,1,"CD","SS","LO",217716.9,323100
"9191",14031958,2387.93939,1,"CD","Al","LO",188941.3,877500
"9192",14032040,1493.9697,1,"CD","HS","LO",28107.99,741600
"9193",14032063,1485.80736,2,"CD","Al","LO",181717,1231200
"9194",14032081,19215.46454,1,"CD","HS","LO",282930.5,1710720.88
"9195",14032092,2907.35065,5,"CD","SS","HO",6437.422,210846480
"9196",14032123,2907.35065,2,"CD","HS","LO",204807.5,2418300
"9197",14032148,2410.66017,4,"CD","SS","MO",21856.6,24395400
"9198",14032246,1084.26407,5,"CD","HS","HO",183317.7,114961488
"9199",14032283,127.27922,3,"CW","HS","MO",65980.24,4681800
"9200",14032297,229.70563,6,"CD","HS","HO",9344.773,546410816
"9201",14032381,204.85281,3,"CD","HS","MO",182179.5,4489200
"9202",14032399,1632.79221,6,"CD","HS","HO",9115.068,547856256
"9203",14032418,20582.01014,1,"CW","HS","LO",285230.4,2011292.38
"9204",14032459,1609.70563,3,"CD","HS","MO",181955.4,5456700
"9205",14032472,20622.23369,1,"CW","HS","LO",285397.9,1692413
"9206",14032479,517.27922,3,"CD","HS","MO",181974.6,5234400
"9207",14032541,2423.08658,1,"CD","HS","LO",182568.6,1391400
"9208",14032583,524.55844,5,"CD","SS","HO",12857.27,88771472
"9209",14032594,4003.15801,3,"CD","HS","MO",222054.3,10218600
"9210",14032598,1388.52814,1,"CD","HS","LO",48476.51,698400
"9211",14032619,649.70563,1,"CD","VB","LO",47737.69,964800
"9212",14032621,120,2,"CD","HS","LO",37721.01,954900
"9213",14032652,1870.66017,1,"CW","VB","LO",68490.3,1120500
"9214",14032779,916.69048,6,"CD","HS","HO",219335.1,410690656
"9215",14032781,1070.95454,4,"CD","HS","MO",42165.12,52257600
"9216",14032782,574.26407,2,"CD","HS","LO",41668.43,4823100
"9217",14032788,2063.9697,3,"CW","HS","MO",267665.3,33313500
"9218",14032794,2615.51299,1,"CD","Al","LO",181175.8,1044000
"9219",14032797,429.41125,4,"CD","HS","MO",21196.6,41591700
"9220",14032809,664.26407,2,"CD","HS","LO",88031.61,1256400
"9221",14032827,561.83766,3,"CW","HS","MO",87367.34,4935600
"9222",14032843,1291.24892,5,"CD","SS","HO",12332.71,91421968
"9223",14032844,72.42641,1,"CD","Al","LO",11113.89,261000
"9224",14032872,411.83766,1,"CD","Al","LO",9492.642,414900
"9225",14032916,3094.62987,4,"CD","Al","MO",181631.5,70187256
"9226",14032923,4946.46753,6,"CD","HS","HO",6717.717,675225152
"9227",14032949,5794.11255,2,"CD","SS","LO",180582.6,3036600
"9228",14032962,607.27922,2,"CD","HS","LO",181713.3,1874700
"9229",14032970,1600.66017,4,"CD","HS","MO",22797.26,39402000
"9230",14032972,469.70563,6,"CD","HS","HO",7187.422,669916032
"9231",14033009,482.13203,2,"CD","HS","LO",42150.56,4233600
"9232",14033026,384.85281,5,"CD","SS","HO",9080.804,116954056
"9233",14033069,1515.80736,1,"CD","HS","LO",47407.69,937800
"9234",14033095,659.11688,6,"CD","HS","HO",220054.2,389973536
"9235",14033143,1780.66017,5,"CD","HS","HO",18559.25,71429392
"9236",14033183,819.41125,2,"CD","HS","LO",205546.3,5808600
"9237",14033188,694.26407,2,"CD","HS","LO",207638.5,3094200
"9238",14033218,524.55844,1,"CD","HS","LO",222510.4,314100
"9239",14033219,536.98485,2,"CD","HS","LO",222522.8,4104000
"9240",14033252,422.13203,5,"CD","HS","HO",181064.3,126013488
"9241",14033271,1248.82251,2,"CD","HS","LO",44932.76,6655500
"9242",14033306,749.11688,3,"CD","HS","MO",205130.2,11477700
"9243",14033395,8685.80736,2,"CW","HS","LO",275922.1,1925100
"9244",14033432,1171.24892,2,"CD","HS","LO",25719.17,2725200
"9245",14033441,4651.61472,4,"CD","HS","MO",163183.4,58378500
"9246",14033456,4904.55844,2,"CW","HS","LO",272352.9,1871100
"9247",14033489,72.42641,4,"CD","SS","MO",181048,28582200
"9248",14033503,446.98485,3,"CD","HS","MO",205577.2,10837800
"9249",14033514,1523.9697,1,"CD","HS","LO",206494.7,603900
"9250",14033605,2027.93939,2,"CD","HS","LO",224550.7,2807100
"9251",14033629,856.69048,2,"CD","HS","LO",27542.26,1895400
"9252",14033639,1783.67532,1,"CD","Al","LO",181507.2,868500
"9253",14033651,302.13203,1,"CD","HS","LO",205879.3,272700
"9254",14033652,1415.51299,3,"CD","HS","MO",206992.7,10352700
"9255",14033688,217.27922,3,"CD","HS","MO",239204.4,4232700
"9256",14033705,929.11688,3,"CD","HS","MO",206267.2,7451100
"9257",14033780,2980.66017,3,"CD","SS","MO",177675.7,5596200
"9258",14033800,524.55844,3,"CD","HS","MO",84777.56,8405100
"9259",14033804,254.55844,3,"CW","HS","MO",236237.4,23829300
"9260",14033838,3091.61472,5,"CD","HS","HO",193639.7,147145552
"9261",14033849,72.42641,2,"CD","HS","LO",232132.7,855000
"9262",14033856,349.70563,3,"CD","HS","MO",26685.57,5619600
"9263",14033859,2251.24892,2,"CD","Al","LO",178560.3,7686900
"9264",14033876,1616.10173,2,"CD","HS","LO",25507.04,13497300
"9265",14033917,1091.54329,1,"CD","HS","LO",85344.55,802800
"9266",14033945,404.55844,1,"CD","HS","LO",27766.82,332100
"9267",14034035,1880.95454,1,"CD","HS","LO",240216.2,1121400
"9268",14034107,229.70563,3,"CD","HS","MO",207222.4,8358300
"9269",14034174,621.83766,3,"CD","HS","MO",82509.62,15139800
"9270",14034221,1201.24892,2,"CD","HS","LO",208030.2,4762800
"9271",14034225,344.55844,3,"CD","Al","MO",180068.1,11047500
"9272",14034255,42.42641,1,"CD","Al","LO",173954.3,227700
"9273",14034304,1880.95454,3,"CD","HS","MO",226230.2,4971600
"9274",14034316,3297.35065,3,"CD","HS","MO",177729.7,11986200
"9275",14034319,556.69048,1,"CD","HS","LO",224905.9,502200
"9276",14034382,1473.38095,4,"CD","Al","MO",177625.3,80496752
"9277",14034403,1456.69048,4,"CD","HS","MO",234269.1,19359900
"9278",14034434,1745.51299,2,"CD","HS","LO",235697,4389300
"9279",14034457,2041.24892,1,"CD","HS","LO",82297.49,1377900
"9280",14034460,1826.10173,4,"CD","HS","MO",236185.2,16838100
"9281",14034491,1973.9697,3,"CD","Al","MO",162707.7,5312700
"9282",14034497,1133.9697,3,"CD","HS","MO",237748.6,5747400
"9283",14034533,2490.3658,1,"CD","HS","LO",56296.07,1898100
"9284",14034548,314.55844,3,"CD","HS","MO",236614.6,8149500
"9285",14034550,102.42641,3,"CD","HS","MO",209627.9,4309200
"9286",14034556,1264.26407,2,"CD","HS","LO",80728.96,5360400
"9287",14034571,3284.04112,2,"CD","HS","LO",228206.3,4527000
"9288",14034578,1024.26407,5,"CD","HS","HO",224924.4,152871248
"9289",14034586,1264.26407,4,"CW","HS","MO",271155.1,39285900
"9290",14034641,169.70563,3,"CW","HS","MO",270278.7,21915000
"9291",14034686,1518.82251,2,"CD","HS","LO",183879.2,7096500
"9292",14034688,2297.93939,1,"CD","Al","LO",176864,692100
"9293",14034713,869.11688,2,"CD","HS","LO",209294.5,1000800
"9294",14034715,764.55844,3,"CD","SS","MO",175553,10679400
"9295",14034730,662.13203,5,"CD","HS","HO",177027.3,165801568
"9296",14034763,591.83766,4,"CD","SS","MO",172532.8,83592016
"9297",14034780,604.26407,1,"CD","Al","LO",176457.3,309600
"9298",14034791,284.55844,4,"CD","HS","MO",208647.8,53329752
"9299",14034826,621.83766,2,"CD","HS","LO",80256.24,1989900
"9300",14034833,754.26407,2,"CD","SS","LO",233951.5,5297400
"9301",14034874,821.54329,4,"CD","HS","MO",209469.4,50952852
"9302",14034879,1406.10173,6,"CD","HS","HO",168299,1841955840
"9303",14034891,1346.10173,1,"CD","HS","LO",238702.6,860400
"9304",14034892,1637.93939,1,"CD","HS","LO",210776.4,1545300
"9305",14034929,814.26407,2,"CD","HS","LO",30024.46,7187400
"9306",14034940,459.41125,1,"CD","HS","LO",52891.14,407700
"9307",14035000,114.85281,3,"CD","HS","MO",79464.7,13803300
"9308",14035001,127.27922,2,"CD","HS","LO",81752.34,4601700
"9309",14035033,1665.80736,2,"CD","Al","LO",175512.9,3099600
"9310",14035038,1990.66017,2,"CD","HS","LO",81625.06,6357600
"9311",14035147,2026.69048,1,"CD","HS","LO",272622.1,620100
"9312",14035166,3599.48268,4,"CW","HS","MO",237798.3,39765600
"9313",14035197,1029.41125,1,"CD","HS","LO",272499.9,451800
"9314",14035217,1056.3961,2,"CD","HS","LO",216926.2,1259100
"9315",14035221,2649.77705,4,"CD","HS","MO",228730,52730100
"9316",14035255,916.69048,2,"CD","HS","LO",239669,2381400
"9317",14035286,581.54329,2,"CW","HS","LO",277345.7,1219500
"9318",14035289,1473.38095,4,"CD","HS","MO",184665.6,41238900
"9319",14035309,506.98485,3,"CD","HS","MO",167556.8,6059700
"9320",14035389,2305.21861,1,"CD","Al","LO",175087.7,1190700
"9321",14035422,1146.3961,3,"CW","HS","MO",243640,19308600
"9322",14035537,162.42641,2,"CD","HS","LO",216032.3,5631300
"9323",14035568,1326.3961,2,"CD","HS","LO",217358.7,5168700
"9324",14035580,2993.08658,5,"CD","HS","HO",229578.1,89923536
"9325",14035630,1006.69048,1,"CD","HS","LO",178373,437400
"9326",14035631,356.98485,3,"CD","HS","MO",227898.1,41112900
"9327",14035642,641.54329,3,"CW","HS","MO",275234.6,9728100
"9328",14035656,542.13203,3,"CD","HS","MO",238617.7,7071300
"9329",14035665,446.98485,4,"CW","HS","MO",303456.3,31211478
"9330",14035678,1902.79221,2,"CD","HS","LO",217343.2,5773500
"9331",14035685,591.83766,4,"CD","HS","MO",77379.78,41605200
"9332",14035726,2226.3961,1,"CD","Al","LO",177129.8,1012500
"9333",14035744,1700.95454,1,"CD","HS","LO",177288.7,741600
"9334",14035758,3319.18831,2,"CD","HS","LO",218632.3,2025900
"9335",14035790,1545.80736,3,"CD","HS","MO",179674.6,7648200
"9336",14035791,326.98485,7,"CD","HS","HO",173855.1,2360117760
"9337",14035817,422.13203,3,"CW","HS","MO",239674.1,5320800
"9338",14035841,367.27922,1,"CD","HS","LO",178530.3,656100
"9339",14035847,416.98485,2,"CD","HS","LO",215415.6,2565900
"9340",14035848,356.98485,3,"CD","HS","MO",214998.6,17775000
"9341",14035900,814.26407,2,"CD","HS","LO",46884.88,6220800
"9342",14035906,1659.41125,4,"CD","HS","MO",183375.8,28401300
"9343",14035959,999.41125,1,"CW","HS","LO",274183,538200
"9344",14035969,1556.10173,2,"CD","HS","LO",216971.7,1480500
"9345",14035986,277.27922,5,"CW","HS","HO",236534,458660448
"9346",14036032,713.9697,3,"CD","Al","MO",237158,6802200
"9347",14036073,1191.83766,2,"CW","HS","LO",274375.4,7537500
"9348",14036114,264.85281,4,"CD","HS","MO",229289.7,49983300
"9349",14036115,2340.3658,3,"CD","HS","MO",232056.4,37944000
"9350",14036130,1817.93939,3,"CD","HS","MO",229716.1,39862800
"9351",14036142,1238.52814,3,"CD","HS","MO",78513.74,5331600
"9352",14036150,1787.93939,1,"CD","Al","LO",174194.5,1081800
"9353",14036178,2147.93939,1,"CD","Al","LO",173139,1159200
"9354",14036223,1629.41125,1,"CD","SS","LO",171588,701100
"9355",14036271,699.41125,2,"CD","HS","LO",240551.8,1735200
"9356",14036272,2045.51299,1,"CD","HS","LO",244404.5,921600
"9357",14036282,694.26407,3,"CD","HS","MO",76443.38,7735500
"9358",14036294,531.83766,1,"CD","SS","LO",171429.9,325800
"9359",14036322,561.83766,3,"CD","Al","MO",238022,5169600
"9360",14036330,1706.10173,3,"CD","HS","MO",80219.84,4483800
"9361",14036363,552.42641,7,"CD","HS","HO",171465,2417377792
"9362",14036386,796.69048,4,"CD","HS","MO",230398.8,47672100
"9363",14036508,506.98485,4,"CD","SS","MO",170898,16191000
"9364",14036556,2812.20346,2,"CD","HS","LO",71735.66,5000400
"9365",14036573,289.70563,1,"CD","SS","LO",170680.8,335700
"9366",14036579,554.55844,4,"CW","HS","MO",300983.4,45723008
"9367",14036615,1246.69048,4,"CD","HS","MO",177137.8,30349800
"9368",14036634,916.69048,2,"CD","Al","LO",239954.8,1423800
"9369",14036635,1056.3961,2,"CD","HS","LO",242359,2278800
"9370",14036643,332.13203,3,"CD","HS","MO",47002.75,16409700
"9371",14036648,836.98485,3,"CW","HS","MO",283502.1,9545400
"9372",14036706,1718.52814,1,"CD","Al","LO",170770.8,1028700
"9373",14036711,706.69048,3,"CD","HS","MO",181986.2,12307500
"9374",14036735,916.69048,4,"CD","HS","MO",175673.9,35010900
"9375",14036750,362.13203,5,"CW","HS","HO",280750,304408480
"9376",14036754,2370.3658,2,"CD","HS","LO",174421.7,6926400
"9377",14036762,536.98485,3,"CD","HS","MO",46670.62,17087400
"9378",14036770,874.26407,1,"CD","HS","LO",176620.6,536400
"9379",14036781,579.41125,4,"CW","HS","MO",300428.9,46226108
"9380",14036797,326.98485,2,"CD","HS","LO",71141.7,5434200
"9381",14036802,1481.54329,4,"CD","HS","MO",174757.2,36105300
"9382",14036836,524.55844,2,"CD","HS","LO",234006.8,2316600
"9383",14036856,1763.9697,4,"CW","HS","MO",282514,72780656
"9384",14036863,1141.24892,4,"CD","HS","MO",231048.5,90390568
"9385",14036879,939.41125,2,"CD","Al","LO",239476.5,2550600
"9386",14036907,1810.66017,2,"CD","HS","LO",175243.6,4713300
"9387",14036908,1188.82251,1,"CD","HS","LO",185075.7,909900
"9388",14036937,72.42641,3,"CD","HS","MO",74970,7088400
"9389",14036985,1925.51299,4,"CD","HS","MO",233548.2,4.5e+07
"9390",14036995,337.27922,4,"CD","Al","MO",169916.2,34557300
"9391",14036998,1745.51299,2,"CD","HS","LO",184418.7,1492200
"9392",14037012,1013.9697,4,"CD","HS","MO",12424.84,131659136
"9393",14037017,1943.08658,4,"CD","Al","MO",169578.9,35846100
"9394",14037021,1193.9697,4,"CD","HS","MO",13618.81,125435648
"9395",14037062,102.42641,3,"CD","HS","MO",45271.8,19034100
"9396",14037075,2233.67532,2,"CD","Al","LO",183486.4,2358900
"9397",14037084,2210.07143,1,"CD","HS","LO",246072.5,567900
"9398",14037085,1324.26407,1,"CD","Al","LO",241422.6,729900
"9399",14037116,833.9697,3,"CW","HS","MO",217554.1,15209352
"9400",14037167,2677.64502,2,"CD","Al","LO",242101.4,2917800
"9401",14037231,1106.98485,4,"CD","HS","MO",234902.5,43624800
"9402",14037235,2156.10173,1,"CD","Al","LO",189037.1,1388700
"9403",14037244,409.70563,3,"CW","HS","MO",244325.7,5902200
"9404",14037255,1019.11688,4,"CD","HS","MO",10273.89,134487840
"9405",14037271,639.41125,4,"CD","HS","MO",37816.14,64288800
"9406",14037289,1280.95454,4,"CD","HS","MO",236393.5,40974300
"9407",14037338,2432.49783,2,"CD","HS","LO",73986.02,2124900
"9408",14037376,994.26407,4,"CD","HS","MO",71553.53,67301104
"9409",14037412,174.85281,2,"CD","HS","LO",76515.81,4247100
"9410",14037415,4101.32034,4,"CW","HS","MO",243862.4,37824300
"9411",14037460,549.41125,1,"CD","Al","LO",167928.6,462600
"9412",14037473,579.41125,4,"CD","HS","MO",9254.772,138095024
"9413",14037499,457.27922,3,"CD","Al","MO",169083.1,5798700
"9414",14037509,374.55844,3,"CW","Al","MO",294558,14933700
"9415",14037549,879.41125,5,"CD","HS","HO",2388.823,259922720
"9416",14037558,849.41125,4,"CD","HS","MO",8675.361,138719632
"9417",14037559,1033.67532,4,"CD","HS","MO",7825.95,140696048
"9418",14037587,559.70563,3,"CD","Al","MO",167938.9,7736400
"9419",14037601,1638.82251,3,"CD","HS","MO",67173.69,5591700
"9420",14037631,1436.98485,3,"CD","HS","MO",233133,28441800
"9421",14037634,2160.3658,3,"CD","HS","MO",188068.9,11260800
"9422",14037636,229.70563,3,"CD","SS","MO",69153.16,10438200
"9423",14037660,899.11688,1,"CW","HS","LO",247478.2,618300
"9424",14037664,722.13203,1,"CD","HS","LO",182739.2,397800
"9425",14037685,854.55844,4,"CD","HS","MO",232934.6,86980480
"9426",14037700,851.54329,7,"CD","HS","HO",167635.9,2492750336
"9427",14037709,2075.51299,3,"CW","HS","MO",278212,14864780
"9428",14037756,2947.64502,2,"CD","HS","LO",182256,2076300
"9429",14037768,896.98485,3,"CW","HS","MO",249181.3,19647900
"9430",14037803,487.27922,3,"CW","HS","MO",300283.5,7750800
"9431",14037876,674.55844,4,"CW","HS","MO",244759.4,34344000
"9432",14037922,646.69048,1,"CD","HS","LO",23623.96,675000
"9433",14037923,699.41125,1,"CD","SS","LO",4721.909,390600
"9434",14037927,542.13203,2,"CD","HS","LO",277361.8,2672100
"9435",14037958,1176.3961,4,"CD","HS","MO",6792.274,141726560
"9436",14037976,1406.10173,1,"CW","HS","LO",247895.2,903600
"9437",14037977,204.85281,1,"CW","HS","LO",246694,268200
"9438",14037979,2048.52814,1,"CD","HS","LO",179355.7,910800
"9439",14037981,674.55844,7,"CD","HS","HO",166784.3,2501345536
"9440",14038036,969.41125,4,"CD","HS","MO",233460,58890600
"9441",14038062,711.83766,1,"CD","Al","LO",166821.6,450000
"9442",14038103,1221.83766,2,"CW","HS","LO",278503.9,1547100
"9443",14038105,1271.54329,1,"CD","HS","LO",248112,456300
"9444",14038115,1218.82251,2,"CD","HS","LO",246840.5,2278800
"9445",14038127,2139.77705,3,"CD","Al","MO",166439.8,5276700
"9446",14038156,1538.52814,1,"CW","HS","LO",247181.6,1052100
"9447",14038175,439.70563,2,"CD","HS","LO",62048.09,1385100
"9448",14038200,1321.24892,2,"CD","HS","LO",61253.54,3280500
"9449",14038213,2333.08658,2,"CD","HS","LO",235735.2,2397600
"9450",14038215,1483.67532,4,"CD","HS","MO",6742.569,112823984
"9451",14038218,3241.61472,1,"CD","HS","LO",236374.7,1674000
"9452",14038236,1376.10173,4,"CD","HS","MO",240207.2,36030600
"9453",14038244,2118.82251,1,"CD","HS","LO",279953.3,1065600
"9454",14038291,2499.77705,1,"CD","HS","LO",244640.7,1233000
"9455",14038301,3005.51299,1,"CW","HS","LO",249876,950400
"9456",14038325,1867.64502,1,"CW","HS","LO",298711.2,736200
"9457",14038333,469.70563,3,"CD","HS","MO",188538.6,6885900
"9458",14038346,886.69048,6,"CD","HS","HO",167918.3,498325408
"9459",14038359,1116.3961,4,"CD","HS","MO",234576.4,56847600
"9460",14038369,639.41125,3,"CD","HS","MO",69802.87,4545900
"9461",14038398,844.26407,3,"CW","HS","MO",291247.3,13239900
"9462",14038416,704.55844,3,"CD","HS","MO",240911.8,8294400
"9463",14038438,1913.08658,4,"CD","HS","MO",150308.5,41421600
"9464",14038458,904.26407,4,"CD","HS","MO",10276.9,107176480
"9465",14038472,1253.08658,3,"CW","HS","MO",299835.7,5396400
"9466",14038483,1533.38095,2,"CD","HS","LO",244188.5,1923300
"9467",14038517,1937.93939,2,"CW","HS","LO",248109.9,2304900
"9468",14038535,1363.67532,3,"CD","HS","MO",189902.3,6230700
"9469",14038560,2006.98485,1,"CD","HS","LO",279769.1,1241100
"9470",14038612,734.55844,1,"CD","HS","LO",176275.1,598500
"9471",14038660,519.41125,1,"CD","HS","LO",244871.2,523800
"9472",14038703,247.27922,1,"CD","HS","LO",243581.2,247500
"9473",14038723,1229.11688,2,"CD","HS","LO",175743.8,1659600
"9474",14038795,270,2,"CD","HS","LO",246441.9,629100
"9475",14038802,2714.92424,3,"CD","HS","MO",236196.8,15366600
"9476",14038811,1825.21861,3,"CW","HS","MO",307376.3,5947200
"9477",14038823,1430.95454,1,"CD","SS","LO",11707.86,882000
"9478",14038845,386.98485,2,"CD","HS","LO",59298.02,5263200
"9479",14038859,3324.3355,4,"CD","HS","MO",240056,58626000
"9480",14038950,344.55844,2,"CD","HS","LO",175540.6,1485900
"9481",14038951,971.54329,2,"CD","HS","LO",235915.2,9623700
"9482",14038952,459.41125,3,"CD","HS","MO",235403.1,14445900
"9483",14038970,1787.93939,1,"CD","HS","LO",246003.5,703800
"9484",14038982,1648.23376,3,"CD","HS","MO",67332.21,6813000
"9485",14039026,683.9697,4,"CW","HS","MO",297118.6,22390200
"9486",14039029,1236.3961,1,"CW","HS","LO",246344.6,695700
"9487",14039033,2365.21861,2,"CD","HS","LO",159864.5,5320800
"9488",14039041,1536.3961,2,"CD","HS","LO",246495.9,1791000
"9489",14039061,512.13203,1,"CD","HS","LO",244700.7,351900
"9490",14039071,2548.23376,3,"CD","HS","MO",192450.5,5333400
"9491",14039083,1268.52814,2,"CW","HS","LO",245457.1,1332900
"9492",14039088,559.70563,2,"CD","HS","LO",35309.09,904500
"9493",14039095,2188.23376,3,"CD","HS","MO",173972.6,10003500
